model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
mlp,k-means,0.9,0.899,0.899,0.9,0.062,0.063,0.063,0.062,8.667,0.193,0.785,0.706,0.82,0.799,0.867,0.000169,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015654563903808594,1.3774440288543701
naive_bayes,k-means,0.867,0.862,0.862,0.867,0.067,0.073,0.073,0.067,6.228,0.001,0.822,0.709,0.812,0.786,0.858,2e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015654563903808594,1.3774440288543701
knn,k-means,0.8,0.796,0.796,0.8,0.067,0.07,0.07,0.067,10.452,0.001,0.757,0.692,0.815,0.795,0.809,6e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015654563903808594,1.3774440288543701
xgb,k-center,0.65,0.639,0.639,0.65,0.143,0.149,0.149,0.143,3.788,5.108,0.801,0.689,0.797,0.768,0.88,2.1e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
rf,k-center,0.6,0.588,0.588,0.6,0.111,0.108,0.108,0.111,20.585,0.357,0.652,0.476,0.562,0.506,0.814,2.1e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
svc,k-center,0.567,0.471,0.471,0.567,0.082,0.131,0.131,0.082,6.902,0.004,0.495,0.134,0.043,0.154,0.432,6e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
logreg,k-center,0.583,0.56,0.56,0.583,0.075,0.081,0.081,0.075,8.064,0.006,0.483,0.148,0.072,0.163,0.603,1e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
mlp,k-center,0.45,0.433,0.433,0.45,0.113,0.11,0.11,0.113,9.601,0.023,0.581,0.33,0.348,0.331,0.719,2.7e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
naive_bayes,k-center,0.467,0.442,0.442,0.467,0.113,0.137,0.137,0.113,4.906,0.002,0.561,0.533,0.712,0.676,0.586,1e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
knn,k-center,0.533,0.508,0.508,0.533,0.113,0.115,0.115,0.113,5.91,0.001,0.541,0.286,0.288,0.286,0.605,0.000179,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
xgb,k-center,0.667,0.66,0.66,0.667,0.118,0.121,0.121,0.118,8.483,3.524,0.743,0.614,0.728,0.685,0.841,2.1e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
rf,k-center,0.583,0.57,0.57,0.583,0.053,0.051,0.051,0.053,18.762,0.182,0.753,0.65,0.769,0.735,0.828,1.3e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
svc,k-center,0.567,0.471,0.471,0.567,0.082,0.131,0.131,0.082,5.621,0.004,0.495,0.134,0.043,0.154,0.404,1.3e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
logreg,k-center,0.617,0.594,0.594,0.617,0.125,0.134,0.134,0.125,5.512,0.006,0.483,0.152,0.078,0.165,0.643,1e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
mlp,k-center,0.383,0.357,0.357,0.383,0.041,0.061,0.061,0.041,6.375,0.142,0.594,0.364,0.4,0.368,0.733,7.7e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
naive_bayes,k-center,0.583,0.566,0.566,0.583,0.075,0.087,0.087,0.075,7.326,0.001,0.564,0.285,0.277,0.285,0.682,2e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
knn,k-center,0.567,0.524,0.524,0.567,0.111,0.147,0.147,0.111,8.001,0.001,0.577,0.307,0.31,0.307,0.666,0.000132,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0015406608581542969,0.09816646575927734
xgb,ag,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,5.761,2.225,0.816,0.797,0.89,0.887,0.897,1.8e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
rf,ag,0.933,0.932,0.932,0.933,0.062,0.064,0.064,0.062,19.134,0.19,0.761,0.699,0.821,0.802,0.845,1e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
svc,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,6.636,0.003,0.824,0.756,0.856,0.843,0.914,4e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
logreg,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,8.667,0.11,0.815,0.743,0.847,0.831,0.902,0.0,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
mlp,ag,0.9,0.899,0.899,0.9,0.097,0.098,0.098,0.097,7.541,0.192,0.809,0.727,0.833,0.814,0.883,0.000117,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
naive_bayes,ag,0.533,0.503,0.503,0.533,0.125,0.138,0.138,0.125,8.507,0.002,0.608,0.435,0.513,0.457,0.724,1e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
knn,ag,0.883,0.883,0.883,0.883,0.041,0.041,0.041,0.041,10.429,0.001,0.795,0.7,0.811,0.787,0.859,0.00014,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
xgb,ag,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,5.216,0.868,0.824,0.796,0.888,0.883,0.885,1.9e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
rf,ag,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,17.461,0.49,0.811,0.798,0.892,0.89,0.897,3e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
svc,ag,0.9,0.9,0.9,0.9,0.062,0.062,0.062,0.062,4.097,0.003,0.819,0.756,0.858,0.845,0.899,9e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
logreg,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,7.933,0.01,0.803,0.734,0.842,0.826,0.892,1e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
mlp,ag,0.783,0.78,0.78,0.783,0.155,0.16,0.16,0.155,5.861,4.465,0.787,0.717,0.831,0.813,0.878,0.000115,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
naive_bayes,ag,0.65,0.624,0.624,0.65,0.178,0.191,0.191,0.178,10.062,0.002,0.703,0.525,0.618,0.563,0.802,3e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
knn,ag,0.85,0.848,0.848,0.85,0.062,0.063,0.063,0.062,12.502,0.001,0.761,0.693,0.815,0.794,0.838,4.8e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.0017087459564208984,7.154288291931152
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.914,15.936,0.242,0.1,0.078,0.101,0.096,2.9e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.389,0.469,0.208,0.178,0.244,0.189,0.135,2.9e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.831,0.002,0.222,0.14,0.161,0.141,0.123,4e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.557,0.11,0.215,0.125,0.137,0.126,0.118,0.0,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.335,0.164,0.24,0.193,0.255,0.203,0.177,9.1e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
naive_bayes,lc,0.833,0.831,0.831,0.833,0.075,0.075,0.075,0.075,8.579,0.001,0.314,0.31,0.453,0.372,0.268,1e-06,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.499,0.001,0.248,0.17,0.205,0.173,0.176,4.4e-05,original,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.127,0.863,0.173,0.161,0.231,0.174,0.151,1.8e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,0.481,0.184,0.101,0.106,0.101,0.112,2.7e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.634,0.003,0.272,0.208,0.267,0.217,0.178,9e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.107,0.006,0.255,0.195,0.251,0.203,0.173,1e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,8.68,0.126,0.294,0.219,0.278,0.229,0.208,0.000142,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
naive_bayes,lc,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,4.956,0.001,0.246,0.277,0.44,0.354,0.178,3e-06,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.525,0.001,0.265,0.211,0.278,0.223,0.215,1.2e-05,latent,30,6,1399.1924214363098,60.145246744155884,8.899499309313258e-07,0.001707315444946289,18.48033356666565
xgb,random,0.85,0.849,0.849,0.85,0.082,0.082,0.082,0.082,7.988,5.039,0.82,0.762,0.862,0.851,0.87,4.1e-05,original,30,7,,,,,
rf,random,0.833,0.832,0.832,0.833,0.118,0.118,0.118,0.118,20.176,0.191,0.767,0.681,0.799,0.773,0.841,3.1e-05,original,30,7,,,,,
svc,random,0.733,0.73,0.73,0.733,0.207,0.21,0.21,0.207,7.928,0.004,0.663,0.581,0.719,0.676,0.717,6e-06,original,30,7,,,,,
logreg,random,0.75,0.743,0.743,0.75,0.217,0.223,0.223,0.217,6.389,0.121,0.754,0.658,0.778,0.747,0.827,0.0,original,30,7,,,,,
mlp,random,0.65,0.646,0.646,0.65,0.266,0.27,0.27,0.266,9.857,0.129,0.73,0.628,0.751,0.714,0.798,0.00013,original,30,7,,,,,
naive_bayes,random,0.567,0.547,0.547,0.567,0.213,0.232,0.232,0.213,6.063,0.002,0.624,0.588,0.752,0.725,0.651,1e-06,original,30,7,,,,,
knn,random,0.733,0.729,0.729,0.733,0.143,0.147,0.147,0.143,6.988,0.001,0.746,0.653,0.775,0.744,0.811,0.000135,original,30,7,,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.011,5.277,0.815,0.796,0.89,0.886,0.872,1.7e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
rf,k-means,0.95,0.95,0.95,0.95,0.067,0.067,0.067,0.067,17.565,0.186,0.769,0.755,0.869,0.865,0.878,1.3e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
svc,k-means,0.9,0.896,0.896,0.9,0.082,0.088,0.088,0.082,3.808,0.003,0.815,0.784,0.881,0.875,0.895,5e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
logreg,k-means,0.933,0.932,0.932,0.933,0.062,0.064,0.064,0.062,8.757,0.007,0.824,0.785,0.88,0.873,0.905,1e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
mlp,k-means,0.817,0.807,0.807,0.817,0.082,0.097,0.097,0.082,11.95,0.172,0.807,0.718,0.826,0.805,0.876,9e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
naive_bayes,k-means,0.65,0.637,0.637,0.65,0.111,0.113,0.113,0.111,7.511,0.001,0.765,0.711,0.831,0.816,0.796,2e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
knn,k-means,0.733,0.731,0.731,0.733,0.133,0.134,0.134,0.133,8.809,0.001,0.774,0.717,0.833,0.818,0.851,0.000142,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.308,6.731,0.828,0.797,0.888,0.883,0.835,1.7e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
rf,k-means,0.967,0.967,0.967,0.967,0.067,0.067,0.067,0.067,17.086,0.185,0.834,0.806,0.894,0.89,0.887,1.1e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
svc,k-means,0.9,0.898,0.898,0.9,0.062,0.064,0.064,0.062,6.273,0.004,0.811,0.782,0.88,0.875,0.891,7e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
logreg,k-means,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,4.061,0.112,0.816,0.789,0.885,0.88,0.899,1e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
mlp,k-means,0.75,0.749,0.749,0.75,0.118,0.119,0.119,0.118,22.146,0.177,0.804,0.722,0.83,0.81,0.879,0.000139,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
naive_bayes,k-means,0.733,0.72,0.72,0.733,0.062,0.07,0.07,0.062,9.926,0.001,0.814,0.696,0.802,0.773,0.852,2e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
knn,k-means,0.8,0.8,0.8,0.8,0.085,0.085,0.085,0.085,10.06,0.001,0.764,0.71,0.83,0.814,0.842,4.2e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020961761474609375,1.453169345855713
xgb,k-center,0.717,0.71,0.71,0.717,0.085,0.086,0.086,0.085,5.924,3.459,0.763,0.765,0.877,0.878,0.84,2.3e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
rf,k-center,0.633,0.624,0.624,0.633,0.163,0.169,0.169,0.163,19.115,0.284,0.788,0.7,0.813,0.79,0.849,1.5e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
svc,k-center,0.583,0.489,0.489,0.583,0.075,0.138,0.138,0.075,6.18,0.004,0.495,0.134,0.043,0.154,0.422,9e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
logreg,k-center,0.583,0.57,0.57,0.583,0.118,0.129,0.129,0.118,3.334,0.108,0.482,0.15,0.075,0.164,0.612,1e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
mlp,k-center,0.417,0.405,0.405,0.417,0.158,0.158,0.158,0.158,12.669,0.023,0.557,0.28,0.272,0.281,0.651,4.3e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
naive_bayes,k-center,0.467,0.436,0.436,0.467,0.1,0.1,0.1,0.1,6.71,0.002,0.479,0.462,0.65,0.599,0.525,1e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
knn,k-center,0.533,0.49,0.49,0.533,0.085,0.121,0.121,0.085,10.408,0.001,0.541,0.24,0.209,0.242,0.627,8e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
xgb,k-center,0.617,0.606,0.606,0.617,0.067,0.073,0.073,0.067,8.786,10.348,0.676,0.494,0.58,0.525,0.835,1.8e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
rf,k-center,0.667,0.656,0.656,0.667,0.139,0.152,0.152,0.139,21.322,0.22,0.816,0.751,0.854,0.84,0.843,1.4e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
svc,k-center,0.583,0.489,0.489,0.583,0.075,0.138,0.138,0.075,9.805,0.004,0.495,0.134,0.043,0.154,0.448,1.3e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
logreg,k-center,0.567,0.554,0.554,0.567,0.097,0.109,0.109,0.097,3.474,0.006,0.485,0.153,0.078,0.166,0.578,1e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
mlp,k-center,0.417,0.403,0.403,0.417,0.158,0.165,0.165,0.158,5.493,0.129,0.578,0.329,0.347,0.33,0.66,6.2e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
naive_bayes,k-center,0.567,0.531,0.531,0.567,0.097,0.107,0.107,0.097,3.058,0.002,0.552,0.26,0.239,0.261,0.751,2e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
knn,k-center,0.5,0.44,0.44,0.5,0.139,0.161,0.161,0.139,7.939,0.001,0.518,0.205,0.157,0.211,0.585,2.4e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0020453929901123047,0.13127756118774414
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.109,5.207,0.814,0.797,0.891,0.888,0.871,1.9e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
rf,ag,0.9,0.899,0.899,0.9,0.033,0.035,0.035,0.033,22.208,0.181,0.761,0.731,0.85,0.842,0.848,1.4e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
svc,ag,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,4.283,0.004,0.823,0.779,0.875,0.867,0.899,5e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
logreg,ag,0.883,0.881,0.881,0.883,0.067,0.068,0.068,0.067,7.768,0.011,0.821,0.804,0.895,0.892,0.906,1e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
mlp,ag,0.767,0.759,0.759,0.767,0.033,0.038,0.038,0.033,6.664,0.189,0.799,0.758,0.864,0.855,0.887,0.000124,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
naive_bayes,ag,0.667,0.658,0.658,0.667,0.075,0.081,0.081,0.075,5.511,0.001,0.699,0.59,0.714,0.669,0.729,2e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
knn,ag,0.85,0.849,0.849,0.85,0.062,0.063,0.063,0.062,11.126,0.001,0.809,0.764,0.866,0.857,0.874,0.000134,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
xgb,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.339,5.318,0.83,0.793,0.885,0.878,0.834,2e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
rf,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.846,0.507,0.834,0.803,0.891,0.886,0.887,2.8e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
svc,ag,0.933,0.932,0.932,0.933,0.062,0.064,0.064,0.062,5.331,0.004,0.836,0.801,0.89,0.885,0.902,8e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
logreg,ag,0.9,0.898,0.898,0.9,0.062,0.064,0.064,0.062,9.435,0.01,0.822,0.808,0.897,0.895,0.893,1e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
mlp,ag,0.767,0.751,0.751,0.767,0.082,0.094,0.094,0.082,9.705,5.247,0.797,0.739,0.848,0.835,0.887,7.7e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
naive_bayes,ag,0.733,0.712,0.712,0.733,0.082,0.114,0.114,0.082,7.127,0.001,0.77,0.647,0.76,0.723,0.805,2e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
knn,ag,0.883,0.883,0.883,0.883,0.067,0.067,0.067,0.067,10.001,0.001,0.76,0.709,0.83,0.815,0.838,3.7e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0016663074493408203,5.451689958572388
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.81,1.148,0.171,0.105,0.119,0.105,0.102,2.5e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
rf,lc,0.967,0.967,0.967,0.967,0.067,0.067,0.067,0.067,17.022,0.218,0.229,0.169,0.213,0.174,0.135,2e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.503,0.002,0.209,0.131,0.151,0.132,0.128,4e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
logreg,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.108,0.006,0.219,0.124,0.132,0.124,0.12,0.0,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,10.23,0.187,0.217,0.169,0.22,0.175,0.145,7.9e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
naive_bayes,lc,0.883,0.88,0.88,0.883,0.067,0.069,0.069,0.067,7.897,0.001,0.276,0.257,0.364,0.29,0.261,1e-06,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
knn,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.232,0.001,0.255,0.172,0.206,0.175,0.168,3.3e-05,original,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.412,2.499,0.157,0.109,0.134,0.11,0.116,2.4e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.861,0.158,0.165,0.108,0.128,0.109,0.104,1e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.503,0.01,0.235,0.171,0.215,0.176,0.151,1.4e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.317,0.126,0.227,0.168,0.214,0.174,0.143,1e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
mlp,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,8.535,0.139,0.268,0.202,0.258,0.21,0.167,0.000134,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
naive_bayes,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.422,0.001,0.218,0.244,0.382,0.297,0.177,2e-06,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.376,0.0,0.239,0.217,0.306,0.238,0.179,3.4e-05,latent,30,7,2149.1918680667877,73.65654134750366,7.827614753903962e-07,0.0021665096282958984,17.854608297348022
xgb,random,0.85,0.849,0.849,0.85,0.122,0.123,0.123,0.122,8.774,2.099,0.821,0.774,0.872,0.863,0.891,1.9e-05,original,30,8,,,,,
rf,random,0.733,0.73,0.73,0.733,0.097,0.099,0.099,0.097,18.199,0.264,0.77,0.697,0.816,0.795,0.861,2.2e-05,original,30,8,,,,,
svc,random,0.75,0.725,0.725,0.75,0.091,0.123,0.123,0.091,5.609,0.004,0.757,0.748,0.866,0.864,0.873,8e-06,original,30,8,,,,,
logreg,random,0.767,0.752,0.752,0.767,0.122,0.137,0.137,0.122,4.835,0.005,0.797,0.755,0.862,0.852,0.878,1e-06,original,30,8,,,,,
mlp,random,0.733,0.726,0.726,0.733,0.162,0.167,0.167,0.162,9.611,0.127,0.756,0.644,0.761,0.725,0.844,0.000115,original,30,8,,,,,
naive_bayes,random,0.633,0.597,0.597,0.633,0.067,0.056,0.056,0.067,7.455,0.001,0.587,0.557,0.731,0.7,0.663,1e-06,original,30,8,,,,,
